time,temperature
1554224413,15.87457017442293
1554226217,15.852550565753662
1554228020,15.816754517050736
1554229823,15.766914429950445
1554231625,15.952438225983714
1554233429,15.8966699541795
1554235232,15.706622205982033
1554237035,15.538631071886453
1554238838,15.347586833711473
1554240642,15.238991551514102
1554242445,15.21425596901484
1554244248,15.093951821767998
1554246051,15.317430938904671
1554247854,15.433788545459858
1554249657,15.414093811212298
1554251461,15.476143521750341
1554253618,15.6164375626374
1554255420,15.838527148637777
1554257224,16.109459728888034
1554259027,16.399849045506205
1554260829,16.504029020535224
1554262633,16.997833889700093
1554264969,15.793921191507447
1554266772,15.776947714000084
1554270995,18.201906717820407
1554272798,19.19880568829097
1554274601,19.582989647841593
1554276403,19.526328504749596
1554278206,18.580469106183944
1554280009,18.37105514971597
1554281812,17.944728775769438
1554283555,17.56360753066963
1554285976,17.23875416278479
1554287779,16.962530410159214
1554289582,16.391026291356038
1554291386,16.23077413310001
1554293189,16.057671046162906
1554294992,16.126184299801572
1554296795,16.019044894422755
1554298598,15.896644277864537
1554300401,15.582391059656862
1554302204,15.551385956411185
1554304008,15.488607535575499
1554305811,15.491040038495184
1554310860,15.006935569483618
1554312663,15.078040312868575
1554314466,15.102919554463618
1554316270,15.01971651925892
1554318073,15.020895845010312
1554319876,15.089980255498018
1554321679,14.828193843004371
1554323483,14.807436514878876
1554325285,15.008843973917747
1554327089,15.0617414379911
1554328891,14.694767529318714
1554330635,14.693142377346733
1554332438,14.890661663627819
1554334241,14.969220585077474
1554335985,15.062544418445297
1554337787,15.254822637856131
1554339591,15.251758599104711
1554341394,15.386308903393454
1554343197,15.649283793907282
1554345000,15.947048102634927
1554346803,16.163656435560824
1554348606,16.435044669802824
1554350454,14.892183720895328
1554352258,14.961778501064812
1554354075,16.768214686984006
1554355878,16.684968860866125
1554357681,16.7620212896227
1554359485,16.998012407609085
1554361288,16.792038453685972
1554363091,17.29466328536306
1554364894,17.56784640835707
1554366697,17.95755372292218
1554368501,18.22660623481793
1554370304,18.362162681351236
1554372107,18.410684434494144
1554373910,18.095347291578385
1554375713,17.76336550522171
1554377516,17.192418210644213
1554379319,16.39761523040147
1554381121,16.35665303572509
1554382925,15.828829822220376
1554384728,15.782623010192674
1554386531,15.860885911114522
1554388335,15.78204597070461
1554390138,15.244640929192856
1554391941,15.330716661330927
1554393730,16.523831054761672
1554395533,16.638259771511855
1554397352,15.17185206549235
1554399154,15.284444525288048
1554400958,15.021293517458611
1554402762,15.003374131607513
1554404504,14.797160793638128
1554406308,14.828290027233258
1554408111,14.891746356337741
1554409915,14.801329218229712
1554411719,14.366259060218376
1554413522,14.14844880279846
1554415326,14.218506623364432
1554417129,14.104045664747787
1554418932,14.586203737721503
1554420676,14.673036567155199
1554422479,15.12104460549786
1554424282,15.460131660930461
1554426085,15.786487571603757
1554427889,16.31924767687803
1554429691,18.08741780898644
1554431495,18.487265758172246
1554433298,19.70098985052891
1554435100,21.062006812237396
1554436884,15.335035934937558
1554438688,15.249887328077937
1554440510,24.084389418464298
1554442312,24.897473388117458
1554444115,24.86488827388145
1554451504,25.73601097293598
1554453306,25.69459440713107
1554455109,25.55657085333773
1554456912,25.432992115499026
1554458774,25.11194488704189
1554460576,24.158429271061387
1554462379,22.329411622855787
1554464182,21.487465182278534
1554465985,20.34282287202216
1554467727,19.806898485303027
1554469530,19.45528912981237
1554471272,19.202341733767064
1554473136,18.837208194047054
1554474938,18.64333787046799
1554476741,18.277112486306976
1554478544,18.157594159682393
1554480464,22.134541363646196
1554482267,23.85508719416836
1554516643,20.17270724988052
1554518445,21.39504355861247
1554520247,21.705357802180007
1554522050,23.201264792461405
1554527457,26.206220048653037
1554529259,26.86806524861433
1554531062,28.118505779529272
1554532863,28.699226230438818
1554541872,28.398035871391677
1554543674,27.76894738513426
1554545476,26.613793573377702
1554547278,25.52053317037451
1554549079,24.370685465572173
1554550881,23.293962559621505
1554552683,21.493935166688857
1554554486,21.052218704562964
1554556348,20.544311870734283
1554558150,20.233391611401334
1554559953,19.556280855084736
1554561755,19.487703221967884
1554563558,19.40300709069399
1554565360,19.105583425183923
1554567233,24.415819032704956
1554569035,25.433577762026776
1554570827,18.15266242047045
1554572569,18.110554144026814
1554574312,18.108990295184416
1554576115,17.74525326640467
1554577918,17.482119743126468
1554579720,17.49241327813909
1554581523,16.890774147959384
1554583326,16.701553163676582
1554585189,16.855343981690048
1554586991,16.54793680686346
1554588794,16.395452579883305
1554590596,16.578059058492542
1554592399,15.159839030830595
1554594202,15.533232805322736
1554596005,16.43955135226198
1554597808,17.76884956513587
1554599670,19.052870684769704
1554601473,20.353122351028624
1554603276,22.969673978828858
1554605198,23.835701010143474
1554607309,25.10432025269492
1554609420,26.831760813369183
1554611203,18.387280706606486
1554612946,18.45386854334141
1554614688,30.308342532166353
1554616568,31.588221772448275
1554618634,32.22359138103294
1554620747,33.15750373346984
1554622623,33.54783097016424
1554624704,33.08840302498825
1554626642,32.4593116157268
1554628712,31.693352259137324
1554630787,31.108459760386104
1554632529,29.424619341104634
1554634374,27.760971140198915
1554636198,27.26944711393684
1554638417,25.752741120935628
1554640460,24.818340287343577
1554642202,23.648065989050263
1554643944,24.48921631857929
1554645944,23.754853106928355
1554647853,23.75241713808106
1554649891,23.40387788686668
1554652046,23.027395039637
1554654411,28.200994081292553
1554656477,22.663315410953878
1554658404,22.24906523009437
1554660712,21.75056571747642
1554662867,21.186279007565062
1554664815,21.037574717808713
1554666772,21.000908166490085
1554669021,20.363542883096017
1554671347,20.186068220399008
1554673474,20.277599684911895
1554675549,20.121563808093168
1554677466,19.963746794601676
1554679662,20.399541808131147
1554681732,20.812936542189867
1554683414,21.503350800711328
1554685712,22.30897906204764
1554688281,24.491330328755584
1554690609,26.462508136409284
1554692833,28.366791940346513
1554694948,28.893701059301506
1554696978,22.88295453544975
1554698978,22.945603262656988
1554701194,32.43408813934776
1554703275,32.78211670076597
1554705339,32.59615880686931
1554707431,33.66272432630046
1554709483,33.76186695226972
1554711707,32.40750210972012
1554713694,32.200367205087474
1554715941,31.939929295280905
1554718061,30.991952867625887
1554720109,30.528093291955944
1554722219,28.82891722212954
1554724495,28.622720376035446
1554726603,27.277142246037045
1554728408,28.519493848300478
1554730270,29.08418972668563
1554732132,29.130551350631947
1554733934,28.413108612470978
1554735737,27.19637658036451
1554737539,26.998673607226397
1554739525,30.058585328698804
1554741687,28.431874274841995
1554743427,25.635447546325334
1554745229,25.556440731094003
1554747092,24.72356788494488
1554748894,24.391315375304675
1554750697,24.040378426722537
1554752991,23.741515257740964
1554754842,23.119517858962094
1554756705,22.95727227330473
1554758520,23.164986563069103
